File Name	Left Intercept	Right Intercept
images\mono_0000000074.png	-120.089417636	1534.29294555
images\mono_0000000075.png	-106.403485757	1524.48951871
images\mono_0000000076.png	nan	1448.63301885
images\mono_0000000077.png	-98.8822365502	1451.63490323
images\mono_0000000078.png	-129.881594715	1436.33063905
images\mono_0000000079.png	-52.8906802131	1430.59151949
images\mono_0000000080.png	-52.1879820046	1404.11409396
images\mono_0000000081.png	-97.3256443581	1456.52875575
images\mono_0000000082.png	-126.540079183	1450.94943863
images\mono_0000000083.png	-97.4903065344	1422.30088312
images\mono_0000000084.png	-92.575487334	1421.4031018
images\mono_0000000085.png	-74.1595874167	1411.3100313
images\mono_0000000086.png	-121.48809143	1422.29146011
images\mono_0000000087.png	nan	1428.5243115
images\mono_0000000088.png	-60.0	1515.60317946
images\mono_0000000089.png	-115.0	1612.52581338
images\mono_0000000090.png	-30.0	1596.77825071
images\mono_0000000091.png	261.316666667	1536.43684607
images\mono_0000000092.png	-77.6829268293	1396.66774608
images\mono_0000000093.png	-138.293128041	1382.85798401
images\mono_0000000094.png	nan	1382.20127147
images\mono_0000000095.png	-127.053281711	1421.96433262
images\mono_0000000096.png	nan	1331.08905424
images\mono_0000000097.png	-113.390909091	1419.37804878
images\mono_0000000098.png	-134.328851324	1466.27780893
images\mono_0000000099.png	-134.18017997	1519.41071978
images\mono_0000000100.png	-156.102673522	1503.26235959
images\mono_0000000101.png	-175.684198921	1454.54984319
images\mono_0000000102.png	-185.748892188	1402.04704451
images\mono_0000000103.png	-170.886554467	1443.52571239
images\mono_0000000104.png	-174.466461169	1569.4051482
images\mono_0000000105.png	-193.219261714	1498.54375011
images\mono_0000000106.png	-198.089934497	1438.21222883
images\mono_0000000107.png	nan	1425.09933067
images\mono_0000000108.png	-175.931480192	1408.46003544
images\mono_0000000109.png	-190.346820809	1593.90401707
images\mono_0000000110.png	-192.544843568	1405.7762117
images\mono_0000000111.png	-181.124845336	1430.25790079
images\mono_0000000112.png	-149.679945286	1484.97542843
images\mono_0000000113.png	-173.335481079	1418.6254574
images\mono_0000000114.png	-149.882390693	1415.02956029
images\mono_0000000115.png	-155.653550441	1560.79265512
images\mono_0000000116.png	-164.047843914	1425.63628797
images\mono_0000000117.png	-164.450657289	1438.00257569
images\mono_0000000118.png	-145.250608651	1502.37320992
images\mono_0000000119.png	-144.097705124	1471.01977273
images\mono_0000000120.png	-96.5892425744	1533.86766907
images\mono_0000000121.png	-78.5397799927	1497.51206505
images\mono_0000000122.png	-87.6017620718	1507.28506227
images\mono_0000000123.png	-95.8495161193	1521.62198227
images\mono_0000000124.png	46.0	1514.05088277
images\mono_0000000125.png	-5.0	1481.87599098
images\mono_0000000126.png	nan	1525.93742741
images\mono_0000000127.png	nan	1544.01038004
images\mono_0000000128.png	nan	1507.18725833
images\mono_0000000129.png	nan	1554.24407741
images\mono_0000000130.png	-344.0	1511.68709183
images\mono_0000000131.png	274.0	1578.9547336
images\mono_0000000132.png	nan	1632.7288004
images\mono_0000000133.png	nan	1627.52860338
images\mono_0000000134.png	nan	1730.16540849
images\mono_0000000135.png	nan	1614.40863611
images\mono_0000000136.png	nan	1664.70174546
images\mono_0000000137.png	nan	1656.98045754
images\mono_0000000138.png	nan	1760.15652773
images\mono_0000000139.png	610.0	1719.57132094
images\mono_0000000140.png	614.548186344	1782.61873416
images\mono_0000000141.png	nan	1898.46330259
images\mono_0000000142.png	nan	1554.13903396
images\mono_0000000143.png	nan	1757.19342829
images\mono_0000000144.png	604.0	1578.1966863
images\mono_0000000145.png	877.74137931	1475.83262368
images\mono_0000000146.png	nan	1285.84444444
images\mono_0000000147.png	nan	1563.2815471
images\mono_0000000148.png	431.455445157	1417.98461538
images\mono_0000000149.png	nan	1438.43871169
images\mono_0000000150.png	359.396825397	nan
images\mono_0000000151.png	nan	1433.62230599
images\mono_0000000152.png	nan	1430.7464986
images\mono_0000000153.png	76.0	1443.1322588
images\mono_0000000154.png	nan	nan
images\mono_0000000155.png	-193.164705882	1438.61875
images\mono_0000000156.png	nan	1440.89013839
images\mono_0000000157.png	nan	1430.2041364
images\mono_0000000158.png	nan	nan
images\mono_0000000159.png	nan	nan
images\mono_0000000160.png	nan	1426.19133161
images\mono_0000000161.png	nan	1441.44746377
images\mono_0000000162.png	-96.3333333333	1358.8233814
images\mono_0000000163.png	nan	1437.86163793
images\mono_0000000164.png	nan	1345.93924029
images\mono_0000000165.png	365.5	1188.0
images\mono_0000000166.png	223.584411028	nan
images\mono_0000000167.png	nan	nan
images\mono_0000000168.png	nan	1256.0
images\mono_0000000169.png	nan	nan
images\mono_0000000170.png	-85.9099099099	1478.69664294
images\mono_0000000171.png	-116.070121951	1367.0
images\mono_0000000172.png	-31.0	1422.75649069
images\mono_0000000173.png	-176.494783131	1353.28276726
images\mono_0000000174.png	nan	1404.05506048
images\mono_0000000175.png	nan	1402.64281137
images\mono_0000000176.png	-22.7982946976	1480.78534976
images\mono_0000000177.png	6.32142857143	1538.88900149
images\mono_0000000178.png	nan	1530.64825427
images\mono_0000000179.png	nan	1545.78994355
images\mono_0000000180.png	nan	1550.59651354
images\mono_0000000181.png	nan	1580.9368205
images\mono_0000000182.png	nan	1602.8677378
images\mono_0000000183.png	nan	1331.0
images\mono_0000000184.png	nan	1542.69697899
images\mono_0000000185.png	122.746881996	1540.59797963
images\mono_0000000186.png	nan	1505.62461455
images\mono_0000000187.png	nan	1642.95887577
images\mono_0000000188.png	-59.6815286624	1659.56771217
images\mono_0000000189.png	nan	1578.63065175
images\mono_0000000190.png	nan	1705.86204812
images\mono_0000000191.png	nan	1493.00241016
images\mono_0000000192.png	nan	1760.41864402
images\mono_0000000193.png	nan	1816.1297819
images\mono_0000000194.png	nan	1764.55164084
images\mono_0000000195.png	nan	1766.01374926
images\mono_0000000196.png	nan	1720.70248285
images\mono_0000000197.png	nan	1557.1617313
images\mono_0000000198.png	nan	1439.88321278
images\mono_0000000199.png	nan	1552.80763265
images\mono_0000000200.png	nan	1455.40168176
images\mono_0000000201.png	nan	1425.46082779
images\mono_0000000202.png	nan	1403.12034632
images\mono_0000000203.png	nan	1454.13161227
images\mono_0000000204.png	nan	1523.12705033
images\mono_0000000205.png	nan	1611.28020847
images\mono_0000000206.png	nan	1441.73529412
images\mono_0000000207.png	nan	1557.56298441
images\mono_0000000208.png	nan	1456.44769538
images\mono_0000000209.png	nan	1408.0
images\mono_0000000210.png	nan	nan
images\mono_0000000211.png	nan	1539.10090777
images\mono_0000000212.png	nan	1484.05564361
images\mono_0000000213.png	nan	1453.28512586
images\mono_0000000214.png	nan	1449.69961282
images\mono_0000000215.png	nan	1462.57704545
images\mono_0000000216.png	-170.88372093	1594.42285233
images\mono_0000000217.png	nan	1450.74285714
images\mono_0000000218.png	nan	1443.03135009
images\mono_0000000219.png	-157.127272727	1445.05128205
images\mono_0000000220.png	-56.0	1448.21495327
images\mono_0000000221.png	-123.688679245	1451.36501562
images\mono_0000000222.png	nan	nan
images\mono_0000000223.png	68.0	1688.46317104
images\mono_0000000224.png	29.9959803066	1459.84313725
images\mono_0000000225.png	-46.359170991	nan
images\mono_0000000226.png	-70.6909704203	1442.10362084
images\mono_0000000227.png	-19.3465346535	nan
images\mono_0000000228.png	-18.5078125	nan
images\mono_0000000229.png	nan	nan
images\mono_0000000230.png	-72.2142857143	nan
images\mono_0000000231.png	19.8125	nan
images\mono_0000000232.png	nan	nan
images\mono_0000000233.png	nan	nan
images\mono_0000000234.png	nan	1498.59259259
images\mono_0000000235.png	nan	1428.80132548
images\mono_0000000236.png	nan	1451.85680241
images\mono_0000000237.png	106.0	nan
images\mono_0000000238.png	nan	nan
images\mono_0000000239.png	nan	nan
images\mono_0000000240.png	113.0	1453.4
images\mono_0000000241.png	-97.4961832061	1452.52380952
images\mono_0000000242.png	nan	nan
images\mono_0000000243.png	-58.482372942	nan
images\mono_0000000244.png	-0.0663925857425	nan
images\mono_0000000245.png	116.0	1559.74303797
images\mono_0000000246.png	110.0	nan
images\mono_0000000247.png	107.0	1455.29166667
images\mono_0000000248.png	nan	1434.72992701
images\mono_0000000249.png	-39.9065793463	nan
images\mono_0000000250.png	6.32521954236	nan
images\mono_0000000251.png	79.0	nan
images\mono_0000000252.png	50.979899116	1433.25342466
images\mono_0000000253.png	nan	1365.0
images\mono_0000000254.png	nan	nan
images\mono_0000000255.png	nan	nan
images\mono_0000000256.png	-9.14077669903	nan
images\mono_0000000257.png	nan	1412.86918851
images\mono_0000000258.png	nan	nan
images\mono_0000000259.png	nan	nan
images\mono_0000000260.png	nan	nan
images\mono_0000000261.png	nan	nan
images\mono_0000000262.png	-11.0	nan
images\mono_0000000263.png	-27.5171779151	1382.01675978
images\mono_0000000264.png	33.5	nan
images\mono_0000000265.png	75.75	nan
images\mono_0000000266.png	nan	nan
images\mono_0000000267.png	4.22516556291	1428.57317073
images\mono_0000000268.png	nan	nan
images\mono_0000000269.png	-36.3333333333	nan
images\mono_0000000270.png	-54.377812564	1404.46790305
images\mono_0000000271.png	-126.0	nan
images\mono_0000000272.png	133.2	1652.89301455
images\mono_0000000273.png	107.877192982	1501.37439757
images\mono_0000000274.png	-24.75	1479.12970599
images\mono_0000000275.png	-69.4359062705	1436.9009009
images\mono_0000000276.png	-41.5	1366.14465409
images\mono_0000000277.png	-64.0448372825	1459.3638195
images\mono_0000000278.png	nan	1377.67776341
images\mono_0000000279.png	39.0	1369.00988284
images\mono_0000000280.png	24.0	1376.36842105
images\mono_0000000281.png	-44.0819894274	1374.02439024
images\mono_0000000282.png	nan	1355.58536585
images\mono_0000000283.png	nan	nan
images\mono_0000000284.png	nan	1363.11960897
images\mono_0000000285.png	34.8902439024	1374.64615385
images\mono_0000000286.png	68.6666666667	1376.8161018
images\mono_0000000287.png	-11.0	1372.71891892
images\mono_0000000288.png	-33.0	1296.0
images\mono_0000000289.png	nan	nan
images\mono_0000000290.png	nan	1278.96091618
images\mono_0000000291.png	73.0	1366.21238938
images\mono_0000000292.png	nan	1362.96105664
images\mono_0000000293.png	76.0	nan
images\mono_0000000294.png	2.00617283951	1444.89266409
images\mono_0000000295.png	-21.269910667	1499.52229562
images\mono_0000000296.png	nan	nan
images\mono_0000000297.png	nan	1364.54054054
images\mono_0000000298.png	nan	nan
images\mono_0000000299.png	-28.0828722398	1467.8267305
images\mono_0000000300.png	nan	nan
images\mono_0000000301.png	nan	1386.38356164
images\mono_0000000302.png	21.7902097902	1375.88888889
images\mono_0000000303.png	-45.9849333309	1456.45241978
images\mono_0000000304.png	nan	1375.93880276
images\mono_0000000305.png	nan	1390.26190476
images\mono_0000000306.png	nan	nan
images\mono_0000000307.png	-28.1465157168	1472.40517266
images\mono_0000000308.png	-93.0	nan
images\mono_0000000309.png	nan	nan
images\mono_0000000310.png	62.0	nan
images\mono_0000000311.png	33.5714285714	nan
images\mono_0000000312.png	-75.888150643	1433.78886364
images\mono_0000000313.png	-52.059503638	1419.40877985
images\mono_0000000314.png	223.0	nan
images\mono_0000000315.png	60.5	nan
images\mono_0000000316.png	36.6666666667	nan
images\mono_0000000317.png	-60.5382309062	nan
images\mono_0000000318.png	-50.2966861145	1406.734375
images\mono_0000000319.png	84.0	nan
images\mono_0000000320.png	nan	1434.55737656
images\mono_0000000321.png	26.8438360223	nan
images\mono_0000000322.png	nan	nan
images\mono_0000000323.png	nan	1457.35588018
images\mono_0000000324.png	nan	nan
images\mono_0000000325.png	62.0	nan
images\mono_0000000326.png	nan	nan
images\mono_0000000327.png	-68.4363602181	nan
images\mono_0000000328.png	-17.0	1419.11340206
images\mono_0000000329.png	nan	1442.27700647
images\mono_0000000330.png	nan	1426.56883735
images\mono_0000000331.png	43.0	nan
images\mono_0000000332.png	-0.607142857143	1456.50436196
images\mono_0000000333.png	-113.58716834	1498.32937026
images\mono_0000000334.png	-50.3600837497	1486.16890406
images\mono_0000000335.png	nan	1550.08709677
images\mono_0000000336.png	nan	1438.76162764
images\mono_0000000337.png	60.0	1446.8028169
images\mono_0000000338.png	-21.3333738263	nan
images\mono_0000000339.png	-28.6168617147	1425.80564422
images\mono_0000000340.png	-25.9642857143	1446.6783233
images\mono_0000000341.png	77.0	nan
images\mono_0000000342.png	nan	1410.29310345
images\mono_0000000343.png	nan	nan
images\mono_0000000344.png	-122.911883621	1362.5
images\mono_0000000345.png	-98.7138241146	1461.67511193
images\mono_0000000346.png	nan	1451.70662853
images\mono_0000000347.png	nan	1480.49266274
images\mono_0000002050.png	nan	1438.5
images\mono_0000002051.png	nan	1578.55015646
images\mono_0000002052.png	nan	1309.0
images\mono_0000002053.png	9.15326340326	1481.0
images\mono_0000002054.png	-142.510123379	1316.0
images\mono_0000002055.png	nan	1621.23877837
images\mono_0000002056.png	-103.702970297	1404.0
images\mono_0000002057.png	-38.8452164994	1466.75
images\mono_0000002058.png	nan	1358.0
images\mono_0000002059.png	104.354961832	1528.41663921
images\mono_0000002060.png	nan	1401.42710545
images\mono_0000002061.png	nan	1501.66666667
images\mono_0000002062.png	nan	1617.61761252
images\mono_0000002063.png	104.0	1459.8724238
images\mono_0000002064.png	240.0	1411.3401522
images\mono_0000002065.png	nan	1408.89980491
images\mono_0000002066.png	nan	1633.68157578
images\mono_0000002067.png	nan	1538.67926313
images\mono_0000002068.png	nan	1572.05167921
images\mono_0000002069.png	nan	1440.25
images\mono_0000002070.png	-143.634352373	1655.76755448
images\mono_0000002071.png	nan	1399.41618913
images\mono_0000002072.png	nan	1548.70783253
images\mono_0000002073.png	nan	1485.57560976
images\mono_0000002074.png	-226.565217391	1380.0
images\mono_0000002075.png	nan	nan
images\mono_0000002076.png	nan	1648.68563686
images\mono_0000002077.png	627.540099987	1324.62592593
images\mono_0000002078.png	120.0	1563.0
images\mono_0000002079.png	-242.986945813	1485.0
images\mono_0000002080.png	nan	nan
images\mono_0000002081.png	-159.226804124	nan
images\mono_0000002082.png	nan	nan
images\mono_0000002083.png	nan	nan
images\mono_0000002084.png	nan	1437.0
images\mono_0000002085.png	nan	1572.0165018
images\mono_0000002086.png	126.248081841	1544.87199757
images\mono_0000002087.png	nan	nan
images\mono_0000002088.png	nan	nan
images\mono_0000002089.png	nan	nan
images\mono_0000002090.png	nan	nan
images\mono_0000002091.png	95.0	1510.93802135
images\mono_0000002092.png	86.3333333333	1515.30232558
images\mono_0000002093.png	84.0	nan
images\mono_0000002094.png	nan	nan
images\mono_0000002095.png	44.0	nan
images\mono_0000002096.png	61.5	1472.37158827
images\mono_0000002097.png	68.4014084507	1514.49488621
images\mono_0000002098.png	85.8333333333	1419.82115254
images\mono_0000002099.png	69.0	1428.92080652
images\mono_0000002100.png	-54.3063063063	nan
images\mono_0000002101.png	nan	nan
images\mono_0000002102.png	nan	1557.26521536
images\mono_0000002103.png	91.0	1514.80952381
images\mono_0000002104.png	nan	1467.74618149
images\mono_0000002105.png	70.0	1434.4
images\mono_0000002106.png	nan	1561.80474726
images\mono_0000002107.png	nan	1627.36047977
images\mono_0000002108.png	68.7777777778	1519.35031232
images\mono_0000002109.png	72.8155688623	1389.85937964
images\mono_0000002110.png	55.5393258427	1462.2205918
images\mono_0000002111.png	nan	nan
images\mono_0000002112.png	61.2031837125	1469.48163614
images\mono_0000002113.png	65.046875	1478.1205269
images\mono_0000002114.png	121.0	nan
images\mono_0000002115.png	nan	nan
images\mono_0000002116.png	nan	nan
images\mono_0000002117.png	5.81395348837	1502.27222371
images\mono_0000002118.png	108.830188679	1490.69160563
images\mono_0000002119.png	nan	1445.06281876
images\mono_0000002120.png	nan	1445.86031722
images\mono_0000002121.png	42.0	nan
images\mono_0000002122.png	nan	nan
images\mono_0000002123.png	13.6666666667	1455.54882943
images\mono_0000002124.png	119.384528457	1553.8006993
images\mono_0000002125.png	nan	1455.28571429
images\mono_0000002126.png	nan	1803.01408451
images\mono_0000002127.png	69.5036340622	nan
images\mono_0000002128.png	106.860463023	nan
images\mono_0000002129.png	nan	1522.78351268
images\mono_0000002130.png	nan	1632.18888889
images\mono_0000002131.png	nan	1444.54
images\mono_0000002132.png	nan	nan
images\mono_0000002133.png	nan	1445.71717172
images\mono_0000002134.png	nan	nan
images\mono_0000002135.png	94.0	nan
images\mono_0000002136.png	nan	1472.5
images\mono_0000002137.png	nan	1715.03101451
images\mono_0000002138.png	nan	1454.49409269
images\mono_0000002139.png	nan	1723.0
images\mono_0000002140.png	nan	1591.33333333
images\mono_0000002141.png	nan	1494.5498577
images\mono_0000002142.png	nan	1497.53630446
images\mono_0000002143.png	-368.0	nan
images\mono_0000002144.png	-228.666666667	1448.82688993
images\mono_0000002145.png	29.0714285714	1318.33644189
images\mono_0000002146.png	195.0	1423.59776536
images\mono_0000002147.png	nan	1511.68532573
images\mono_0000002148.png	nan	1515.17245114
images\mono_0000002149.png	nan	nan
images\mono_0000002150.png	nan	1769.0
images\mono_0000002151.png	69.5939849624	1268.04480553
images\mono_0000002152.png	584.5	1628.13636364
images\mono_0000002153.png	nan	1379.98630137
images\mono_0000002154.png	103.0	1272.0
images\mono_0000002155.png	102.5	1631.0
images\mono_0000002156.png	160.042682927	1630.46428571
images\mono_0000002157.png	-69.8632550336	1370.56097561
images\mono_0000002158.png	-4.0	nan
images\mono_0000002159.png	19.0	1668.0
images\mono_0000002160.png	32.0	1492.67540681
images\mono_0000002161.png	nan	1413.19354839
images\mono_0000002162.png	nan	1505.51826485
images\mono_0000002163.png	nan	1436.02247191
images\mono_0000002164.png	-160.0	nan
images\mono_0000002165.png	486.688227567	1662.79775281
images\mono_0000002166.png	nan	1582.71163347
images\mono_0000002167.png	-12.0	1354.5332412
images\mono_0000002168.png	194.0	1397.14720839
images\mono_0000002169.png	126.2	1492.13600816
images\mono_0000002170.png	121.0	1383.33283178
images\mono_0000002171.png	129.0	1384.47867389
images\mono_0000002172.png	nan	1608.8880245
images\mono_0000002173.png	nan	1431.87356794
images\mono_0000002174.png	nan	1625.69897667
images\mono_0000002175.png	111.0	1619.57563853
images\mono_0000002176.png	nan	nan
images\mono_0000002177.png	nan	1576.15904292
images\mono_0000002178.png	nan	nan
images\mono_0000002179.png	nan	1493.92903103
images\mono_0000002180.png	53.0	1444.97377555
images\mono_0000002181.png	nan	nan
images\mono_0000002182.png	nan	1547.03976237
images\mono_0000002183.png	78.0	nan
images\mono_0000002184.png	nan	1442.47826087
images\mono_0000002185.png	-54.9736953935	nan
images\mono_0000002186.png	-75.9295188849	nan
images\mono_0000002187.png	nan	1457.66569867
images\mono_0000002188.png	84.0	1485.91346154
images\mono_0000002189.png	76.4	1453.12638233
images\mono_0000002190.png	140.154675317	1435.77047705
images\mono_0000002191.png	-4.85436893204	1440.22938689
images\mono_0000002192.png	83.0	nan
images\mono_0000002193.png	112.03228022	1488.88931335
images\mono_0000002194.png	nan	1494.95035461
images\mono_0000002195.png	nan	1497.98834327
images\mono_0000002196.png	nan	nan
images\mono_0000002197.png	45.1538461538	1429.0
images\mono_0000002198.png	121.0	1591.25806452
images\mono_0000002199.png	73.7351046699	1599.73786408
images\mono_0000002200.png	nan	1651.80964787
images\mono_0000002201.png	nan	1845.61559851
images\mono_0000002202.png	nan	nan
images\mono_0000002203.png	112.0	1429.0
images\mono_0000002204.png	nan	1554.36296296
images\mono_0000002205.png	97.0	1544.12127017
images\mono_0000002206.png	69.256	1828.42948825
images\mono_0000002207.png	nan	nan
images\mono_0000002208.png	69.0	nan
images\mono_0000002209.png	nan	1555.54393051
images\mono_0000002210.png	nan	1550.00291962
images\mono_0000002211.png	nan	1560.72596268
images\mono_0000002212.png	80.0	nan
images\mono_0000002213.png	nan	1597.19625677
images\mono_0000002214.png	128.868109668	nan
images\mono_0000002215.png	114.0	nan
images\mono_0000002216.png	-70.3669626043	1564.91976888
images\mono_0000002217.png	83.0	1482.40187383
images\mono_0000002218.png	nan	1457.38547058
images\mono_0000002219.png	nan	1412.0
images\mono_0000002220.png	-6.77506623033	nan
images\mono_0000002221.png	-14.8984951138	1568.88202247
images\mono_0000002222.png	82.4596774194	1348.97879044
images\mono_0000002223.png	164.956406975	1454.32467532
images\mono_0000002224.png	604.5	1529.23498475
images\mono_0000002225.png	nan	1457.03219697
images\mono_0000002226.png	nan	1643.00699428
images\mono_0000002227.png	619.0	1638.25086024
images\mono_0000002228.png	50.5	1630.75
images\mono_0000002229.png	nan	1531.16243104
images\mono_0000002230.png	617.0	1490.66208302
images\mono_0000002231.png	nan	1443.16494712
images\mono_0000002232.png	nan	1405.714161
images\mono_0000002233.png	nan	1371.88053097
images\mono_0000002234.png	nan	1341.44408253
images\mono_0000002235.png	nan	1506.92719741
images\mono_0000002236.png	-259.472850443	1389.07887228
images\mono_0000002237.png	93.4	1573.88694823
images\mono_0000002238.png	-155.092641835	1608.17619081
images\mono_0000002239.png	-262.227941176	1667.49181784
images\mono_0000002240.png	nan	1444.94947528
images\mono_0000002241.png	113.0	1442.2722699
images\mono_0000002242.png	nan	1716.72029769
images\mono_0000002243.png	113.0	1569.35727627
images\mono_0000002244.png	nan	1559.26867964
images\mono_0000002245.png	77.3333333333	1517.37328723
images\mono_0000002246.png	nan	1542.07464607
images\mono_0000002247.png	158.011488324	1599.3102144
images\mono_0000002248.png	nan	1363.5
images\mono_0000002249.png	nan	1380.5
images\mono_0000002250.png	nan	1689.15655602
images\mono_0000002251.png	-4.97272727273	1598.51580612
images\mono_0000002252.png	5.8	1542.55170809
images\mono_0000002253.png	159.578881988	1583.41241856
images\mono_0000002254.png	nan	1371.58170956
images\mono_0000002255.png	52.3609022556	1415.74107049
images\mono_0000002256.png	50.5	1439.35591565
images\mono_0000002257.png	147.0	1455.47451791
images\mono_0000002258.png	nan	1529.74161616
images\mono_0000002259.png	97.0	1474.60714286
images\mono_0000002260.png	85.0	1492.82171258
images\mono_0000002261.png	-24.2850506056	1400.95294528
images\mono_0000002262.png	159.0	1541.68639668
images\mono_0000002263.png	114.977680612	1511.28571429
images\mono_0000002264.png	164.781954887	1524.77639752
images\mono_0000002265.png	nan	1462.34074074
images\mono_0000002266.png	nan	1439.0
images\mono_0000002267.png	nan	1445.97590361
images\mono_0000002268.png	nan	1612.13157895
images\mono_0000002269.png	-252.285839883	1553.81340049
images\mono_0000002270.png	93.8333333333	1544.76742108
images\mono_0000002271.png	-47.6273584906	1463.12159572
images\mono_0000002272.png	-71.7276995305	1577.98405167
images\mono_0000002273.png	92.3333333333	1630.48611111
images\mono_0000002274.png	49.3547911361	1258.47619048
images\mono_0000002275.png	-17.1372735086	1549.24
images\mono_0000002276.png	-0.571187107009	1590.15443314
images\mono_0000002277.png	91.5	1511.23437224
images\mono_0000002278.png	66.0	1762.41304348
images\mono_0000002279.png	nan	1730.68894389
images\mono_0000002280.png	nan	1621.00568002
images\mono_0000002281.png	nan	1448.96287613
images\mono_0000002282.png	nan	1446.2305034
images\mono_0000002283.png	58.188976378	1628.47381414
images\mono_0000002284.png	-49.8257281648	1549.62056884
images\mono_0000002285.png	-224.740016617	1531.05544043
images\mono_0000002286.png	93.0	1531.54870568
images\mono_0000002287.png	-20.0136141512	1453.63636364
images\mono_0000002288.png	12.8821411524	1462.83956044
images\mono_0000002289.png	55.2021847836	1456.86716902
images\mono_0000002290.png	45.6666666667	1455.99387351
images\mono_0000002291.png	-36.3052573747	1523.1149113
images\mono_0000002292.png	95.0	1452.65837379
images\mono_0000002293.png	-48.3142140468	1450.53390327
images\mono_0000002294.png	nan	nan
images\mono_0000002295.png	nan	1437.79457717
images\mono_0000002296.png	146.0	1585.26605505
images\mono_0000002297.png	243.0	1448.06493987
images\mono_0000002298.png	nan	1461.52316344
images\mono_0000002299.png	nan	1456.66783118
images\mono_0000002300.png	nan	1440.57056419
images\mono_0000002301.png	145.045454545	1476.96242003
images\mono_0000002302.png	157.666666667	1577.7194185
images\mono_0000002303.png	194.174851667	1517.13733283
images\mono_0000002304.png	189.301000924	1347.35292226
images\mono_0000002305.png	157.0	1766.41893091
images\mono_0000002306.png	nan	nan
images\mono_0000002307.png	71.710867356	1449.78316874
images\mono_0000002308.png	84.3333333333	1698.83517839
images\mono_0000002309.png	184.111111111	1622.11462714
images\mono_0000002310.png	62.3384737143	1690.93755131
images\mono_0000002311.png	114.0	1726.0684183
images\mono_0000002312.png	96.0	1672.25264313
images\mono_0000002313.png	nan	1701.16445031
